会员卡号,总累计积分
22308,17029
53623,19263
39945,17093
24234,20591
3639,25442
23433,17736
21009,20666
55139,21253
62655,18340
12988,24145
44392,17948
34711,27896
34736,18660
55495,19416
36631,33533
59067,24775
39291,18897
31123,19195
12737,21345
38291,17481
3961,16490
5677,20372
61857,19273
40519,17929
37105,18074
49007,17258
62256,17382
4015,19244
17921,16689
42055,20430
4413,17247
57870,17427
52114,12044
36339,24651
22921,19414
13263,15045
47129,14703
61569,18267
16953,20519
12573,15602
23562,19383
7905,26365
59533,21502
42562,19243
10360,15035
19584,17055
23778,16116
19175,16404
56278,19244
44587,18416
9791,14412
2473,16515
17865,16486
45640,15793
6317,15521
32811,16348
41366,23661
11819,137352
17016,18264
4906,18979
54709,17961
22574,26330
32650,18826
21149,19744
5626,17735
4069,19555
17881,16834
31299,18022
55717,18991
42543,18117
39171,15923
60411,19810
30155,15459
7714,25648
50034,18983
11285,20376
12488,37120
21230,18444
42420,18312
15173,20033
60748,14522
32812,19022
58843,20967
23021,14316
24401,18283
48111,19679
45553,17521
29639,18706
28105,23209
49132,22678
10308,18075
41938,16479
6682,13055
29332,23264
40023,23264
48992,17447
56906,19773
3686,14610
32491,19581
14022,16539
771,28239
16698,17865
26983,14171
24108,14344
35957,16034
18445,32790
18547,28183
34693,30238
34666,19591
2298,20253
8670,19523
19467,21606
53554,18256
13997,19200
56609,15703
41713,20509
54106,67011
19159,18722
20517,14919
4744,11730
29186,14825
39935,17626
44247,19847
58006,26293
17606,19076
17841,18183
46035,18482
27884,21030
31456,13948
46491,11502
32748,17000
11249,16220
8617,20535
6325,18685
47990,16496
8584,21448
16182,15298
33322,15752
1650,13628
39798,32419
15426,18219
53071,18491
27124,31707
32350,18568
49468,12240
19543,18739
36970,28262
45898,31614
19246,18822
21754,19317
38386,19968
48355,15273
48510,21557
22323,16432
28256,16496
6696,18917
46544,20817
4403,18256
16844,19535
28310,14797
62809,19673
45820,18662
34888,15865
8786,16156
19118,18804
41677,12060
48588,15002
11345,16770
23057,20893
60127,18577
38365,18613
2391,21391
55734,25035
14824,16553
39865,22427
59781,17945
769,21443
872,115264
409,37444
18918,23454
35679,21395
40566,20711
2002,26160
33700,16827
62523,16459
54723,19726
52501,18373
18046,21301
37286,19306
25124,13750
48518,23464
28437,24790
8208,15916
37148,20992
3790,16259
60661,17331
8347,19708
60282,20605
60521,20240
21768,18386
12616,18320
36142,17191
12460,16625
51835,16126
32726,19094
23426,15334
58222,18914
24373,13156
26403,15813
53286,16579
12645,19893
53300,17006
56369,25502
29073,28708
20790,18332
15081,16911
55143,30438
36825,16329
1247,14956
11629,24671
6196,16963
637,19152
51498,18720
4829,21145
29880,19434
3746,26301
9731,20814
46464,15257
26892,16132
35166,17045
40426,20019
6616,24227
25821,16866
55004,17392
44904,14999
45613,19565
11332,19262
34150,19685
43550,10876
8845,18195
24171,15061
30794,17981
276,18987
13586,19561
46177,14477
8657,18197
32296,16151
31266,16808
4110,13956
18739,13956
24893,17608
56646,17155
21277,18337
2354,20030
33717,15756
13503,26350
29903,14558
57848,18585
25938,19437
35725,28901
38347,26610
58968,18762
14365,20179
50841,16261
14926,11064
21452,20251
55233,14292
53746,17866
26517,18266
50993,17344
30556,22534
39152,46055
2616,11996
35944,20461
31636,16855
43203,25814
35248,18838
54786,18609
60833,18326
20031,18670
42406,17697
53917,19047
9707,19318
53960,16079
17451,15842
52682,16686
43354,15084
14672,18795
15648,20168
47352,18998
14004,16564
30982,15946
2343,19118
20275,18798
8752,13834
61958,22599
35097,19217
44035,15582
3021,20764
4901,17428
38344,20841
59128,21122
82,35540
47942,19542
29725,15390
45341,25851
32095,18195
20304,16686
16038,20919
41819,16818
21421,14333
539,21169
17755,19956
36910,18029
54373,22123
8354,12203
14857,16594
23228,18408
40826,17006
4154,16758
16661,20541
25751,17470
38766,19660
7064,21822
20699,17137
4892,21042
60936,23264
55248,14796
33915,9888
42786,10292
48749,11552
31004,20273
19570,19866
54405,31676
58622,15501
49906,17038
56901,14145
21974,17827
9578,13856
61964,17398
51622,15330
52693,19453
5214,32347
11264,17582
9414,24504
43855,14243
27383,21270
4799,18248
47273,14640
603,18283
51380,19101
52581,16148
57986,18202
22821,16078
17768,16633
26400,17849
25916,57140
51425,10382
47458,15929
43957,18890
28159,16844
51523,17885
59659,18853
12328,24645
61814,15366
28314,24059
27048,17034
37295,14939
25155,17785
37366,16429
56527,17099
3185,19731
47900,17336
25317,12950
58325,19461
19477,19210
41342,20931
31969,22359
35529,20040
37664,27501
49288,16279
34779,20332
14102,17117
43858,18190
2398,19087
520,25794
62978,17566
14354,20604
32142,21814
42103,12421
53916,19001
26566,17029
61525,19062
36998,17979
47737,19107
62447,18097
41064,21711
48416,17964
42425,17864
38875,17878
31680,27628
59696,15741
62913,17925
3647,19196
1995,20116
35273,17971
7256,13476
11604,15833
11846,15697
54379,21300
22566,12297
35708,21902
56406,17569
34363,18972
31082,14851
29906,15185
62964,19194
14994,18290
61665,12299
48984,18485
70,21720
4471,12556
46347,23002
7601,15420
10681,20341
51832,19297
4203,18154
33640,23905
55125,32776
50765,19214
6447,18988
49500,15314
4730,19228
15888,14998
4481,16625
9188,23875
42379,18571
10314,16114
5571,17378
48544,16016
10386,13772
20672,18890
13601,20924
50706,14417
60635,19591
11025,15062
8683,16076
27859,17858
48024,18621
7110,19062
62089,15078
586,18093
12242,21156
30265,18138
39560,20686
22980,16190
35560,20157
35919,15083
23416,13246
57768,18339
52589,18892
46460,23264
24140,16037
11494,17646
47764,20432
21506,16343
37167,18085
54233,19328
49314,13587
57207,17921
41060,17511
27912,16350
11965,16647
3307,22588
52575,19254
20564,18747
53753,19347
49696,19842
4502,18263
10382,25319
12964,19374
14906,15888
55786,24827
8374,18329
59408,25256
2384,16491
46480,19597
34137,21619
47974,19055
34008,19314
33535,10941
59592,33881
23001,14781
53490,19061
47476,19410
47630,15169
543,18440
29168,26211
26267,21635
43090,13100
62257,12493
22950,22884
47185,18182
8454,18825
36345,28841
37645,14934
44922,13610
18003,15044
34016,16044
37462,23449
52116,17641
10568,17409
3761,18616
44425,15593
2311,22056
51688,19780
3348,16996
6437,16090
11496,20609
43054,37381
47785,17799
41004,12950
49492,14707
22660,18157
39776,13272
4534,18841
2060,15327
20980,19549
41532,18693
46528,27755
34897,15186
20935,16529
23113,18047
55892,20772
8940,12390
39162,17552
33090,11388
17387,13644
56161,22070
1869,14947
53402,14529
14488,24048
44650,16713
15070,17186
28705,16346
26801,19934
62794,19536
25805,27331
7389,15258
36770,23656
59430,14011
43391,14095
19330,14611
13001,20437
56122,30070
31260,35225
57847,19397
4572,18079
10620,15936
21730,17655
7329,20279
4873,14992
29471,16229
19140,19679
9810,18499
12696,20770
53668,19081
60226,19160
3808,18800
43582,15209
55848,18316
55072,19741
12642,19508
56146,17969
24052,14886
7746,29466
15150,18211
8603,12850
17602,17062
45889,16539
20136,32851
54352,25985
57287,19708
7447,22726
9341,31472
49110,17269
28440,19013
5107,18761
52320,16840
59758,14969
51465,15696
860,17755
38656,42116
11961,22546
17366,16955
13616,20312
50220,16960
9323,26873
6081,18298
22652,18473
53128,16902
47111,25460
18797,17211
42238,22214
58648,17587
51845,17545
4851,18831
56069,20061
51263,16889
30052,15560
3926,14304
12373,16768
47629,16689
44582,20194
32606,17249
26733,18053
59997,22051
47758,16949
34745,18883
11946,18071
16600,27887
45191,28521
47360,16594
22708,19148
39625,24015
22015,15451
6796,25402
52861,17656
54768,12901
49739,18354
58483,17038
18733,18096
2097,15774
42918,20861
62102,18263
21887,17110
23896,44966
16908,17190
23962,15990
52230,18935
57322,19840
20407,21301
1081,49118
9350,17887
2614,17748
44431,17717
56584,19569
18489,34606
54678,13186
58095,17295
15060,11606
17223,20305
10920,14119
61127,12627
37656,15658
49518,19442
29184,16458
19192,18947
37352,18094
17315,17036
10067,18115
20510,15340
5779,18415
34042,14420
26753,16695
35121,17982
54791,14799
13884,18284
47747,18311
46628,20867
44985,12574
53316,19368
24259,17481
58121,17686
23739,17547
56942,33515
27327,48281
46568,18263
46,18558
61067,20467
15289,15457
7420,10276
39676,9710
59241,15412
27722,14730
9807,17716
29211,14879
14585,16038
36898,18267
20115,18196
17612,15652
39293,14774
410,24857
52645,17838
25593,16779
14104,17969
44742,20068
9821,23264
58810,23264
40033,14627
7481,31182
6654,15916
41747,18406
28833,15597
26891,16894
57142,21421
20911,13180
44265,16425
45713,14333
49917,14084
59444,11295
43056,22906
8823,17854
56151,18413
30717,20136
36049,26852
11740,19001
32646,17598
30409,18759
54793,18486
46275,61895
58752,13052
14005,18515
46531,16739
35893,16112
20226,20601
47088,20783
57262,26111
39449,16116
61988,17639
23048,16261
7873,16474
1798,21081
1128,15873
38429,17976
1243,20034
56489,17938
1516,13579
57374,17234
40997,16249
4495,32142
58719,17483
38257,18541
12320,24335
29878,14498
49750,18657
18646,20918
15165,16057
13720,19312
10022,18604
43882,18612
18395,13149
53515,18346
52448,19208
49614,17575
40581,19227
46137,26315
54505,26759
52553,17848
61660,17491
10813,19763
2156,16050
37729,16300
30641,16440
12111,20030
5108,19573
31104,52265
43599,16984
49588,16278
8568,19426
41716,18415
59740,16288
21690,12972
58874,17141
61601,16699
33724,76804
41749,19116
55669,18210
26151,15872
5682,13823
2070,15400
22196,24551
46817,21700
3229,17235
10577,15116
7796,16124
11330,19681
50078,22614
53314,15600
12794,17694
28336,21689
645,17821
13939,13947
17601,16779
62847,18526
57373,16947
27336,24208
32411,17032
19547,12652
24796,11274
58497,12600
3341,18207
33922,20043
22919,9809
34741,16911
11900,15337
15446,22997
32027,16155
1715,18507
42802,19603
1122,20127
44824,15895
55127,15816
17813,19270
29190,12200
48092,17764
7565,15133
50199,18521
52891,16969
54419,23885
4820,16925
11120,17476
44987,14395
20838,19585
45888,14488
39196,14859
14450,15235
41208,15883
14242,19554
2594,14026
2460,20866
59772,14056
18981,13464
28055,18828
22586,17369
18439,19325
22114,18349
10750,15716
60162,15527
28415,25551
21872,16784
41484,17206
18670,17231
22472,16899
9940,14369
59763,16271
22413,15874
53986,17002
38976,21225
11151,32331
43632,18438
49131,16606
366,23699
30089,16505
29614,14866
20507,18787
40857,17962
29850,17303
44706,17848
61141,19156
4535,18486
12411,15823
28063,18609
31656,18534
4746,16284
6780,16284
15892,23264
55301,23264
60052,16284
59101,29395
62632,14730
33778,17486
39531,17459
55296,17226
18715,18258
29963,19875
39065,19802
35232,19135
40052,15511
48265,25904
42183,26924
2190,16631
35588,12161
2279,15772
45850,41656
46805,20661
62679,17482
20506,15517
1304,18706
46159,14927
59767,13254
47565,20789
3845,16133
25866,18524
35224,13686
1998,17232
2297,19100
12792,17223
18647,21190
17047,15338
8096,15379
20221,34534
28561,14689
40973,14279
42702,17231
15604,19639
51043,13457
54288,25610
18569,18964
38076,13156
48266,16923
61185,12426
17815,18702
28430,17255
31826,16291
24198,14677
796,19347
8606,26697
13466,18274
24287,18267
26635,24927
49104,17848
31542,17930
37113,17058
24784,18823
9958,19281
15940,16172
56893,15223
31913,18374
62306,15370
49673,15777
19446,40000
8554,17314
3187,19496
53722,20056
40081,14373
14071,15770
6118,16444
5703,23111
28521,32379
52608,18327
39782,19571
12032,18812
48104,14839
14721,17263
10624,18791
58298,21549
60810,18185
26228,11073
40100,16650
17605,16032
17470,17979
8971,17530
32589,17778
2043,21211
20538,17145
55781,15198
58388,15651
16805,19416
52022,10300
31319,18973
42980,15419
28403,20936
15936,17130
54466,15485
48281,16046
40124,12601
6042,18413
14346,17089
17301,17010
23111,17891
7552,30889
17570,39504
46939,15079
30194,18043
5345,15287
4274,18169
27930,17734
43622,17457
3631,19528
34896,16499
20397,35054
34875,16619
12954,18917
8731,15555
28641,17591
28350,17954
18069,16613
45986,17570
29605,12592
21534,14346
39237,15203
54969,18781
29707,15777
42236,17433
59647,17503
18998,16731
61703,21271
39738,15154
42608,16710
26653,14640
12715,13820
6594,16611
13116,21156
24836,17268
37198,15457
34807,15722
47702,12687
27656,27956
3486,14330
22513,18955
46055,17892
27429,22649
3088,18842
36854,17302
20379,20544
35920,16545
6693,17125
4998,12815
53494,15560
44407,18039
25549,16509
11415,17460
53893,17131
14788,15176
17832,16641
36259,17019
53845,17380
29406,12489
5470,15737
24948,10633
40017,16981
3513,18087
44834,19299
17736,17846
62441,18345
44528,13691
56606,17573
60694,27847
47342,18512
31229,16687
62345,15031
6575,15582
32660,12445
44355,16504
17529,17079
35161,13840
2114,16451
4185,16860
14394,19822
32068,19006
48786,14347
48923,14933
52123,16391
56431,17610
55020,14042
42632,17376
31740,22427
40494,13390
54934,15787
19745,17425
12517,71299
40764,19773
20601,19253
8367,18287
54093,14042
59066,14894
28404,18194
48223,18738
8295,15720
21816,14925
32931,18095
31041,16877
2508,17298
46434,17933
30806,19568
14833,20030
30439,13063
58620,23738
7802,15797
35649,15883
2847,16672
52256,21868
26981,13118
41229,27286
32490,16862
57996,15940
39260,18949
29238,27654
31553,17282
61591,15906
23768,14794
53854,17754
51401,14647
26061,16501
39056,17218
37099,16589
60587,18009
49318,16600
32816,17050
53176,17295
49782,15954
21021,16013
7071,17222
5664,16284
54121,19088
61810,15952
54384,24602
38973,16967
29577,16388
10980,14920
22864,16241
20189,25680
19091,16160
54035,18916
46342,16150
55340,13901
50313,16582
37602,13372
62865,15845
28249,17675
19559,15944
13097,20958
13318,15902
32522,17791
58766,18109
55539,23167
21219,16684
35205,16301
34792,13877
12462,20460
24285,18345
32325,18328
44326,15505
25395,17570
39355,14319
49502,15322
50557,14532
40935,15961
41343,16837
24531,15309
58673,12055
30073,21838
12236,17680
47807,17873
1242,23887
36946,17407
40459,23703
36939,19858
12689,18565
8296,16598
60319,12603
34957,12373
45838,11487
38965,17440
7427,14284
24989,16081
26571,16307
54618,13833
53794,18161
38651,13942
27699,10351
46324,17288
57154,15977
38363,12800
22038,17768
30819,13188
51071,15522
25630,15823
13999,14393
10680,15601
45870,15692
47316,14504
41588,15992
62393,11914
24916,17503
33168,6248
26948,16003
61698,15295
58231,9710
2595,19447
17534,14381
42214,19179
43185,14014
10551,18682
50515,16980
43485,20479
39138,14323
11796,23104
49576,17161
55875,14947
35643,22357
3044,15598
59262,17364
57102,11444
60520,18008
28472,13884
18442,18813
24592,15921
29765,29385
778,15596
33403,23155
60345,15509
41055,14486
32963,18081
35102,15664
39797,21002
4604,17503
42177,14663
43271,14343
57312,16249
35757,13735
12936,15241
52138,15404
31392,15382
5333,17400
10916,17028
59928,17607
35368,13765
14876,15407
44584,16180
35280,10582
13730,18272
26876,14914
10517,18586
44225,14720
23275,16038
43149,17387
42665,16028
37812,15288
3279,18616
20181,12777
37004,16505
14159,19587
31841,16235
7629,11196
20465,19072
47959,33264
56566,19070
9994,19375
54658,15547
49065,15687
4561,17792
1783,15583
60227,17531
29252,14171
30072,16806
35213,19103
61003,9795
58227,12321
11574,14212
15231,22858
54637,15360
29167,16744
24553,12928
38658,20442
11016,22374
58326,16230
18002,20044
37756,11878
30280,16364
55126,24278
28483,19129
3182,25863
6243,15870
32979,16057
44399,16909
16996,17983
38673,15824
53743,16367
58698,15020
41790,16717
60806,15557
22673,14115
17,28400
42823,14078
6949,12994
42832,13815
53350,18205
21888,14506
7664,18035
7035,12691
17926,20092
52805,13718
6181,17446
17211,16202
2077,18163
4007,29241
47987,22582
18820,14731
52787,13499
42676,19023
59830,25405
57757,15250
1585,14216
57177,16426
13336,14897
49144,17260
3509,14374
1428,16765
5553,16452
40183,19199
29474,15826
39695,17448
15021,17368
46903,19662
50796,18197
14003,16926
8611,16744
37703,19377
1095,17991
58242,17620
57382,18860
47769,18474
32790,13746
26765,15148
38310,16564
29233,84273
54623,16733
2394,13261
52379,14319
25813,13235
6151,13816
28000,24156
2686,18831
36581,21968
58145,14943
32474,10585
59207,13834
41682,18380
22302,15856
25287,16284
34479,16992
56034,13027
2624,19105
52815,14917
26430,13483
28010,17238
9513,18998
27541,20261
11529,15115
29620,18842
4286,21005
34068,17508
47967,17638
31560,19312
4463,16129
5629,13730
38665,14060
31833,14824
23653,18332
28698,18738
47267,17941
31292,14114
60238,16523
41196,15289
33230,18880
1000,15621
84,20562
43908,14140
50611,16919
3258,13024
4691,16301
55426,14854
7025,14974
49094,14611
62493,84298
35973,15848
13693,13997
1112,14924
29831,12008
43808,17888
26325,17776
5441,18372
14653,19084
59593,15715
16176,18088
35872,17520
16580,11747
18015,17447
44113,13807
16126,17870
46435,16415
35157,23848
1303,15766
41814,15515
42916,10080
60983,13680
3328,14624
38602,14625
29133,16804
30008,16873
61661,19412
12020,19718
23391,18637
43104,16049
4390,21144
57324,16744
20748,14508
52797,15247
41551,15691
11282,35144
20073,17058
56483,13481
26611,22029
39336,13635
38857,17727
4710,17866
44920,12251
36612,15740
36438,24836
38287,18692
932,16616
52151,16488
45424,16019
26918,17745
56467,19330
48934,17259
40562,18041
7288,14823
62686,15281
41640,23264
5615,15835
4190,15600
5934,18142
23937,14659
9333,20124
11956,22310
10573,19066
59754,14644
23368,15407
52655,13395
32583,18326
40007,16997
17438,14374
59615,16375
53742,16466
13598,16831
51240,15868
2261,17729
46754,14269
36693,20512
19256,14012
50839,13114
22224,11670
6615,15757
12412,18869
55290,15465
55921,18022
62535,16637
25727,21248
35411,12978
13634,44241
18094,15345
49195,14243
6056,18267
8510,20702
14241,17266
15233,17142
53270,18277
28253,15906
40256,17473
33551,18168
44657,20978
53636,15438
10966,55882
30175,17067
2049,20599
23460,13186
20816,14692
34492,18026
42016,14257
21770,16673
18950,18329
1753,15023
21537,17332
49868,16997
33277,14763
54957,14647
45503,16195
48277,10142
1054,16945
21615,24418
58220,15991
26632,16389
56251,16438
59329,17592
23251,21099
34588,13021
48727,20538
43746,13890
19138,32940
44017,15133
16662,17266
56990,17082
20877,15100
60838,11850
16390,15847
35697,15975
56218,13637
38664,14925
47499,17219
59051,12684
2470,17825
46068,21933
31793,17274
39874,15641
12142,17239
20600,14837
52233,27976
19300,13939
2586,16319
24036,17535
35241,16708
62409,13420
26583,15572
48972,14625
19342,17982
22836,19990
11079,15926
10769,14068
56774,14484
7483,16133
27445,24085
30395,12926
28277,12018
59021,17075
37049,16656
23054,14028
57471,19222
7606,16676
23307,16682
6504,12725
9546,19108
13185,17732
47180,19387
30206,13554
22716,16910
47079,13886
25034,24338
19830,13901
56150,15032
31012,14637
8656,16024
59717,13568
62209,13429
661,17249
17593,17535
39536,12548
16577,14488
28513,14170
43929,14549
37805,20146
39605,11649
13537,19054
11263,21945
48944,19429
32084,18124
14409,14956
53472,14775
12805,18417
1372,15263
48793,17393
7976,18693
55722,17030
39952,21032
8386,15716
7087,14507
44224,20552
15787,18476
55265,23380
18362,19283
25533,18529
31429,15271
14507,19153
13113,18052
3358,10702
61983,15964
42596,17047
59910,17575
1113,15479
8171,14214
13088,15474
4661,21601
50018,23420
39573,16382
11861,19920
11853,15521
62787,14666
46926,16931
60811,12826
7732,17109
29130,17048
22171,29557
10216,12911
47428,14019
14458,16284
32598,16284
34139,23264
3388,18067
4448,13071
54013,12929
37653,27706
53322,12401
38743,15410
44643,15995
52765,15884
19760,17189
13602,18988
5452,15680
22337,17214
30258,17252
45604,15582
16855,16892
7728,15220
523,24118
40593,21363
44728,17095
59797,16272
41630,16147
27436,22867
60913,14086
12727,16428
28875,18825
57795,17263
36498,13915
6838,13186
58047,15441
11493,16699
26967,16842
59094,14569
20183,15051
56913,14964
28694,13095
192,18050
15276,14977
62445,16460
55946,17750
34496,20422
21507,19178
22990,16145
40541,14847
1200,14117
53406,18309
53262,16887
61693,16409
1437,23257
42230,16313
30962,17163
5200,13015
4283,15247
62087,16440
918,18468
44873,16062
51839,15358
44296,15081
22879,15527
34916,10761
28219,14841
48476,16858
20794,17698
1318,18961
180,19444
23138,18139
16988,17682
10969,24178
1854,16435
15405,15716
60071,16233
57600,15212
26277,17004
16151,15932
51874,16412
22442,15183
36032,24170
46222,17804
61989,14534
53398,12291
42151,16707
23310,15533
17367,16978
10374,15347
57806,16629
6334,15379
47923,13756
28899,18971
30345,17351
36559,12967
36078,21044
55824,11616
51041,12588
5996,12559
5426,15047
21849,17714
45654,15468
35186,19102
15488,12852
44564,19639
29852,15439
51848,16416
22564,15399
13943,16433
42939,16548
55761,18045
37081,22968
21183,12740
28008,33784
57674,17015
53405,15602
2688,25269
22686,13584
56744,15971
59029,38637
34011,31490
9193,16773
14151,17397
56579,13003
9888,15852
29791,17276
1951,15123
37028,15803
24034,11047
16091,15559
16461,17975
12147,17479
51816,17004
5141,15496
46542,17701
4982,17073
57909,15788
33925,17121
1181,16064
30995,14884
12540,16884
35716,13533
5197,17271
61953,16593
14372,14355
12631,17915
8849,17606
62763,14423
9925,15728
58891,13710
20578,24446
36853,19063
24072,15678
26926,14917
21508,17684
12701,19753
32524,19027
23872,14791
21214,14807
38112,17535
27637,10944
22637,13081
39316,18199
45922,18273
51620,11559
34439,14897
52085,18092
39851,16670
55167,24143
57013,22614
11185,13834
56009,16892
48014,17202
60296,16361
58672,15668
26359,21278
33108,12325
59867,14409
61675,10712
38019,13475
10104,15583
48917,15371
5406,17094
11479,14862
50264,14648
19746,19422
52263,15174
46573,19928
18927,23036
3950,17805
9704,13026
59346,22497
32581,16320
42831,20951
38224,15394
35611,15754
21248,11807
60631,14451
58184,14816
46147,16755
5277,28466
177,21300
58090,36467
16189,15474
41623,16852
55283,16274
20154,15308
2493,23883
6843,17304
27250,18780
6397,17997
24446,12083
51721,12878
41137,14179
3535,9304
4769,9304
4782,9304
5975,16284
9212,22754
22769,9304
32576,16284
32917,9304
48311,16284
51461,9304
52006,9304
3334,17660
19063,62740
41833,18047
16686,15319
24613,17650
45883,16175
49862,20079
52428,12710
8462,15228
31635,14193
10036,15345
60534,12773
53486,17361
8541,17626
33765,14508
24406,17540
31134,15457
45879,12262
16345,16475
25783,16595
25832,17415
48505,13848
6438,14277
36026,18930
8791,11331
10089,32570
54639,17850
24793,16906
49792,19055
57120,20589
35433,16113
4376,11891
14208,14324
17615,16218
41355,14010
28401,18229
28895,13290
11951,18976
59492,14622
29887,16693
60834,15378
46840,16309
4196,9710
31741,14220
54299,36038
9571,17109
31477,14655
10710,13897
3623,17172
55403,26830
16626,14951
18638,19146
21639,14574
55916,15215
36449,20847
29708,14362
56390,17997
61826,19470
41231,16385
58147,16429
30299,14562
32209,17670
31060,15804
46029,15875
47971,19885
61753,18551
12633,22372
16565,17525
40926,16595
11531,18830
16319,8728
14130,20538
21042,54179
30992,15508
29520,17323
18731,15924
5606,15419
62453,16592
2038,14176
43742,16706
47263,18226
22798,18118
49487,14333
7641,14809
10910,21417
36954,16284
12367,17370
9314,21364
53741,16032
13405,21060
17520,12019
41286,15598
59477,19334
24665,12743
38303,14712
53385,16826
8675,15631
26728,16178
32199,16666
26798,38067
53032,14593
39093,18936
8599,17353
17807,13501
20720,16567
5661,19278
13411,15441
43101,12811
23060,22226
29087,21265
61702,14969
21505,13835
5051,15771
3986,18408
22860,17997
9761,18878
42891,14117
37663,19648
20768,17940
62568,21911
39824,12560
14651,13059
47679,15941
28592,13484
56616,17138
56079,20554
39779,18512
39709,13858
10297,27066
54603,15095
23608,14244
47404,16414
22396,17478
37679,14170
29413,13338
4641,16434
5954,11494
25064,18091
55972,19862
46413,13980
4213,16056
57736,13429
34216,14751
61659,16584
29896,15388
59602,14314
28518,17527
10378,12504
57781,27630
817,15654
57818,16744
47442,29476
1833,15262
17413,14226
26249,17197
54408,20125
28,27679
6162,16358
35333,16623
10154,14922
10180,15981
29417,15036
50101,11073
39419,14852
30739,16647
38166,12561
62910,13767
54951,15609
20614,12210
21676,21360
49351,17594
62626,16983
14965,16142
11207,11459
34674,15162
1712,10458
62554,10339
22417,15283
20010,16108
22511,14901
26879,18693
2160,15741
32136,17636
38454,10881
2283,28351
58324,20369
8050,18108
33416,15160
17410,18294
50221,16238
4699,17565
28812,13813
31881,16618
59589,16598
31887,18549
24336,14625
18408,24764
51378,18091
26944,13623
7013,12565
48522,15188
30222,15175
10326,16757
34087,15989
17504,13193
56078,22726
14417,13543
31875,15312
8420,13576
34720,16622
47701,21200
2406,15833
3262,22186
55678,16450
652,22497
61928,15457
31785,17404
58537,17015
36048,27749
34597,16849
43717,19601
54965,17687
53522,16180
31412,16296
3195,16541
50190,14134
35631,16890
20642,16811
31501,16209
54216,20476
3635,24749
27783,17200
56710,24806
24109,21160
59499,13775
24100,14074
35088,15502
54269,83153
18122,14364
24078,11116
1432,12169
36236,16760
49931,17133
38272,15010
38150,15856
47643,16706
52632,15601
27404,15962
11418,15689
50457,14937
17905,16765
59806,18002
3168,18752
42603,12137
23418,17035
42279,18660
53059,15086
29228,16434
6321,17022
18692,12582
62599,17594
48987,17064
60116,15205
16848,17278
14839,14491
20332,22917
8847,15507
13676,17695
2538,15244
34019,17049
37837,18111
42109,17717
37984,17868
31367,16231
5237,9304
5947,9304
6753,9846
53233,17151
52357,13912
5574,9299
50115,13604
2978,19580
700,15871
42158,17997
59073,17094
15291,18476
16810,17052
57409,17432
19130,21965
29127,20352
52346,14118
34836,14567
57271,13683
20599,16181
44160,14571
52898,12172
11091,17011
59314,11954
57659,13920
56215,18417
62155,15402
21085,11772
32135,41317
17461,12723
40372,11984
11696,16855
46748,15010
6320,16377
58201,16000
13390,24861
33361,16910
24179,14461
59080,14601
13448,15005
12160,21204
14361,15327
41214,14749
31654,10390
2732,17033
54926,16113
35601,15737
41089,13049
25307,13040
19723,16833
12886,17040
25653,14719
32710,14845
21373,60123
1169,18503
8901,12514
15466,15971
21698,15216
58256,13484
37014,18263
28298,10808
16929,17226
39282,40524
32380,15474
26956,16986
58454,20241
58348,18173
62184,13762
34036,12654
9881,17930
55081,20301
19623,14894
3455,15082
29768,17155
49479,13948
20901,19250
3042,9444
16509,12592
2034,14073
38993,26287
10786,13724
13807,14322
30899,16800
25149,25132
13148,28756
42129,18693
44891,17910
6757,15797
29229,17694
5924,16284
12477,15355
50203,14826
5283,20818
11400,16778
7838,12226
10278,16718
59381,16939
32637,14592
40842,14330
10402,16783
62460,15964
57801,14284
35873,15655
46221,10694
16217,17997
29264,15850
12216,14692
26014,16714
14132,15503
53082,14352
31774,18628
3154,16926
6138,17140
21468,15309
32708,16046
1262,15543
39132,15681
50317,13944
48680,17870
38636,17308
4523,29195
41973,18842
61198,16502
4696,15215
6295,16390
44695,15823
22522,10940
34201,11737
20714,14136
17984,16313
38981,23009
16936,15977
48406,15633
46649,12852
61269,14678
52408,15322
5614,15696
53856,13189
39898,15250
35890,17156
9786,16352
40930,18311
10205,14909
28045,17358
35882,14762
10844,10155
47069,16737
58125,17412
43217,16212
30338,14358
17019,14202
51751,21482
26080,13918
32724,12657
5547,15570
28066,16980
58437,13365
12009,16752
28846,14113
62574,16167
47744,14901
44207,16066
7777,16592
29146,11917
26699,17254
26413,14970
12643,14622
48708,17784
43539,14510
38269,15447
56158,80211
21288,19928
39000,14692
6110,14455
41430,14433
22289,15698
41823,21182
15230,18731
42745,10559
55729,28240
34811,11330
6332,17764
49372,16564
19361,14456
36445,15785
39067,16360
2487,17817
22035,13978
21314,13365
14142,16763
26630,10571
45215,18606
43612,8507
17943,18832
40795,12495
38211,9664
33461,7761
57799,22307
35983,14209
7826,9494
17526,12361
7080,15095
40892,9304
17886,16281
47262,13757
34880,14466
27968,14815
23998,11703
52616,14541
60758,17494
1141,12667
21275,17768
11122,17805
49977,18229
40824,16514
60501,16473
30565,43351
49578,17507
19992,14345
3130,14568
60541,23057
19507,13379
37826,16216
14392,10839
21106,15028
16277,13862
47533,18340
59084,15228
18007,18243
33445,18369
14367,18672
54953,14033
24833,17606
41554,16538
28661,14769
18370,18915
24570,13192
29331,12105
61575,19213
32635,16704
52009,13648
13774,16241
61328,14136
25098,18926
